First Contact,Name,Gender,Email,Phone,Interest Building
2022-10-20,Engin Gotthard,M,winklerrosmarie@hoelzenbecher.org,879134830919,Building G
2022-10-03,Ing. Nuray Rogner,F,glachmann@web.de,862738759540,Building F
2022-11-06,Melita Beckmann,M,hermann-josef56@gmail.com,814375141721,Building D
2022-10-19,Sükrü Holt,F,hildeweitzel@web.de,886852704644,Building A
2022-11-19,Jacob Jähn,M,steckeltomasz@kusch.net,802310446208,Building G
2022-11-17,Rosel Gieß,F,itrapp@gmx.de,894585235052,Building G
2022-11-15,Karl-Wilhelm Klingelhöfer,F,wesacksuekrue@staude.de,810955725350,Building D
2022-10-02,Ing. Sarah Graf B.Eng.,F,meikehiller@kranz.net,835835728016,Building E
2022-10-30,Ariane Mülichen,M,kspiess@yahoo.de,871883664401,Building B
2022-10-19,Jasmina Rogge,M,jacobi-jaeckelsedat@speer.de,843160450236,Building D
2022-11-20,Jenny Trub,F,roehrichtleander@soeding.com,859743461353,Building B
2022-10-02,Jane Lindner-Salz,F,nadeshdawarmer@hotmail.de,831013527914,Building B
2022-11-06,Anne-Kathrin Jähn-Graf,F,pgotthard@junken.com,867215943221,Building G
2022-10-04,Frau Gina Kostolzin,M,fischerkarl-heinrich@aol.de,804976613130,Building D
2022-11-18,Ing. Wencke Säuberlich B.Sc.,M,schueleriwona@froehlich.de,885845050454,Building B
2022-11-28,Herwig Jungfer,F,fausthasan@berger.de,831000957151,Building E
2022-10-20,Sylvie Rosemann,F,vschleich@gmx.de,870212839299,Building A
2022-11-22,Jane Ebert,F,hettnersemra@gorlitz.org,824175973538,Building F
2022-10-04,Felicia Plath,F,dimitriosgertz@googlemail.com,819683547333,Building E
2022-11-09,Dipl.-Ing. Priska Scheel,F,ygeissler@freudenberger.de,874817172010,Building B
2022-11-27,Dr. Hans-Erich Eigenwillig,F,liebeltcaren@hotmail.de,818613430271,Building G
2022-11-21,Elenore Neureuther B.Eng.,M,axel28@haenel.de,871571934670,Building G
2022-10-31,Heinz-Georg Salz,F,gorandobes@web.de,857315009651,Building G
2022-11-26,Milos Weller B.Eng.,F,heinz-walterloeffler@wohlgemut.net,880246671291,Building F
2022-10-19,Svea Mühle,F,andreyhoffmann@hotmail.de,815255936161,Building A
2022-10-23,Ing. Lia Etzler B.Eng.,F,gertraudhentschel@koch.com,860449715756,Building B
2022-10-08,Ana Wende,F,andres59@gmx.de,801509137392,Building E
2022-10-22,Anett Jähn-Wieloch,F,hanno72@carsten.com,896818067430,Building F
2022-10-05,Hans-Helmut Grein Groth,M,hoevelgordon@schinke.com,812993865142,Building B
2022-10-10,Ester Aumann,F,bhornich@stroh.de,877595846470,Building C
2022-10-08,Sara Trupp,M,oxanawernecke@gmail.com,891687132005,Building D
2022-11-23,Severin Tröst,M,horst-dieter14@baehr.net,890484630134,Building G
2022-10-13,Ing. Rüdiger Johann,F,beatricedoering@beyer.net,836271260245,Building F
2022-11-08,Ing. Jadwiga Wesack B.Eng.,M,wtrubin@aol.de,899398224354,Building E
2022-11-16,Prof. Claas Junk B.Sc.,F,jungferiwan@googlemail.com,840040373739,Building B
2022-11-20,Wally Wilmsen,F,iaustermuehle@yahoo.de,824933260184,Building B
2022-10-19,Ing. Christine Mosemann B.Sc.,M,mohaupttilman@wilms.net,848232751150,Building D
2022-11-06,Evelyne Oestrovsky,M,zbeckmann@hornig.com,843792104101,Building E
2022-10-21,Ernst Haase,M,oschinke@kitzmann.de,804930703495,Building E
2022-11-25,Antonietta Aumann,M,bekircarsten@hotmail.de,875151331811,Building E
2022-10-30,Abraham Trupp,M,birnbaumwalther@googlemail.com,804214645596,Building F
2022-10-23,Dunja Schmiedt,F,schenkdariusz@aol.de,858396566309,Building A
2022-10-18,Tabea Bolander,M,xschlosser@gmx.de,842831570358,Building E
2022-10-22,Rosmarie Wilms,M,losekanncarla@aol.de,892397406141,Building G
2022-11-05,Sophie Rudolph,F,ruthklemt@gmx.de,817570484983,Building C
2022-10-30,Gretl Ring,M,robin01@web.de,811944950340,Building G
2022-11-16,Ing. Hans Jürgen Schleich,F,loecheljustine@gmx.de,869984174196,Building A
2022-11-10,Margitta Gude,M,gerdschottin@aol.de,836104005586,Building D
2022-10-25,Dipl.-Ing. Gisbert Seip,F,luciano52@graf.net,863916457470,Building E
2022-10-29,Günter Krebs,M,klaus-peter54@hotmail.de,811858873032,Building G
2022-10-30,Simon Jessel,F,mgude@aol.de,839698339259,Building A
2022-10-30,Uli Scheel MBA.,F,carolin69@yahoo.de,804820369879,Building A
2022-11-20,Arnold Gude B.Eng.,F,enrico78@hotmail.de,894906416320,Building D
2022-11-13,Rene Scheuermann,F,marvinzahn@zorbach.com,829174394698,Building C
2022-11-29,Diether Hahn,F,froehlichreza@googlemail.com,839564577853,Building G
2022-10-06,Dierk Geißler,M,schulzmarie-therese@googlemail.com,806914208750,Building B
2022-10-04,Mareile Weinhold B.Eng.,M,ejunk@hotmail.de,849782231444,Building F
2022-11-26,Henrik Pechel B.Eng.,F,heuserjosefa@hotmail.de,898421563149,Building A
2022-10-13,Univ.Prof. Aneta Misicher B.Eng.,F,ian23@gmail.com,820083596173,Building B
2022-11-28,Hildegund Ditschlerin B.A.,F,erol27@web.de,800721175861,Building G
2022-10-31,Xaver Höfig,F,klaus-ulrich74@otto.com,876252040749,Building G
2022-10-03,Elisabeth Scheibe-Dussen van,M,tatianamohaupt@gmail.com,879464374893,Building B
2022-11-04,Ingolf Mühle,M,gesine21@kreusel.de,861062753781,Building F
2022-10-20,Paola Adler-Trapp,M,silja48@web.de,800562147065,Building A
2022-11-13,Jan-Peter Trommler,M,theresa26@roskoth.de,823401148801,Building G
2022-11-08,Univ.Prof. Isidor Scholtz B.A.,F,elenore47@heydrich.de,842870359600,Building F
2022-11-14,Claire Scholz,F,csaeuberlich@bonbach.de,800165476050,Building F
2022-11-29,Nelli Hermann,M,elfiewilms@doerschner.com,808893062248,Building E
2022-11-04,Marco Graf B.A.,M,uackermann@gmx.de,897985449937,Building E
2022-11-10,Dipl.-Ing. Adelheid Kabus,M,aklemm@gmail.com,896340856779,Building B
2022-10-15,Giesela Flantz,F,davidstheres@web.de,839540832723,Building E
2022-11-11,Ing. Luigi Buchholz MBA.,F,bolzmanngerd@hotmail.de,883257375356,Building E
2022-10-20,Harriet auch Schlauchin,M,svetlana56@aol.de,881771522706,Building E
2022-10-05,Martina Schleich,M,angelafliegner@hotmail.de,870047965071,Building B
2022-10-31,Herr Leonhard Klotz B.Eng.,F,pheydrich@holsten.de,833556495033,Building E
2022-10-19,Magnus Dehmel-Geisler,F,sbaum@gmail.com,837876180907,Building C
2022-11-13,Wojciech Säuberlich,F,auch-schlauchinhans-michael@fliegner.com,809647094553,Building B
2022-11-26,Albin Adolph,F,victoriafliegner@zimmer.com,847065552590,Building F
2022-10-17,Ing. Malte Dobes B.A.,F,staudegerold@werner.de,831881763070,Building D
2022-11-09,Desiree Eigenwillig,M,emmy74@yahoo.de,830078995775,Building G
2022-10-29,Meryem Kroker,F,giovanna01@koester.de,856662765487,Building E
2022-10-25,Prof. Angelique Henk,F,blanka50@vogt.com,828841718751,Building B
2022-10-03,Hülya Vogt,F,mhahn@hotmail.de,850941430707,Building A
2022-10-19,Krystyna Röhrdanz MBA.,M,doerraneta@gmail.com,895130201867,Building B
2022-11-27,Ing. Ursel Schleich B.Eng.,M,januszklemm@googlemail.com,875127495325,Building A
2022-10-06,Bekir Roskoth B.A.,F,caeciliaseidel@gmail.com,879803806955,Building E
2022-10-23,Manja Wilmsen-Eigenwillig,F,hans-jkostolzin@web.de,870519636539,Building A
2022-10-26,Georgios Nohlmans,M,walterreiner@stiffel.com,818721410950,Building G
2022-10-31,Univ.Prof. Kilian Schomber,F,abbasgiess@haering.com,805838320234,Building A
2022-10-10,Elenore Schacht B.Eng.,M,damian19@gmail.com,875006462042,Building G
2022-10-08,Ilona Losekann,F,norbertheinrich@aol.de,877953056879,Building B
2022-10-11,Hilma Köster-Oestrovsky,M,atzlerkay-uwe@yahoo.de,849120448831,Building C
2022-11-27,Dierk Scholz-Schaaf,M,ebecker@yahoo.de,829449831019,Building G
2022-11-11,Jasmina Hiller,F,ludwina66@gertz.org,825500344061,Building F
2022-11-13,Torsten Patberg,M,pasqualehartung@henschel.com,847038199302,Building F
2022-11-11,Ramon Sölzer-Gutknecht,M,lambertgeisel@eimer.de,871752703231,Building A
2022-10-09,Ing. Carlo Schwital,M,henryktlustek@steinberg.de,869195118484,Building G
2022-10-19,Univ.Prof. Annekatrin Jungfer B.Sc.,M,weimerhilmar@hoerle.de,885322646255,Building D
2022-11-10,Ing. Henryk Weller,M,florentineadler@ebert.com,872382911065,Building E
2022-10-13,Aynur Kranz,F,krebsanita@web.de,830689359294,Building D
2022-10-20,Kristiane Gunpf,F,hartmannharri@hecker.com,844598895644,Building E
2022-11-26,Kasimir Fliegner-Heintze,M,dusan20@gmx.de,877794599849,Building G
2022-10-23,Dr. Nina Bolzmann,M,awiek@hotmail.de,806518392589,Building D
2022-11-12,Erol Hermann,F,beate97@birnbaum.com,890456438836,Building A
2022-10-23,Wolfhard Schweitzer,M,oeberhardt@roehricht.com,887770098075,Building D
2022-10-04,Murat Käster,F,fpieper@juettner.org,897386437366,Building A
2022-11-18,Dr. Elwira Klapp B.Eng.,M,freya54@hotmail.de,804404805915,Building C
2022-10-07,Oskar Lehmann MBA.,M,haenelmehmet@baehr.de,876108231000,Building G
2022-11-01,Dipl.-Ing. Fritz Wirth,F,schaefervaleska@gotthard.org,806634351866,Building G
2022-10-07,Imke Kohl,M,gthies@nerger.de,826662073905,Building F
2022-11-09,Reiner Ebert,F,ojaekel@wilms.net,819306498493,Building E
2022-10-27,Dr. Damaris Butte B.Sc.,M,miraziegert@hotmail.de,857681254365,Building G
2022-11-27,Dr. Nikolas Trubin,M,mehmetpruschke@bohnbach.de,867752835973,Building F
2022-11-06,Frau Adelinde Söding,M,hans-dieterkramer@henk.com,870928648840,Building A
2022-10-14,Marieluise Nette,M,britpoelitz@beckmann.com,863016407986,Building A
2022-11-12,Adolf Losekann,F,thoralf96@hotmail.de,838226542949,Building F
2022-11-04,Ing. Lisbeth Roskoth,M,timmdoerschner@web.de,860831630483,Building C
2022-11-13,Theobald Klotz,M,janewilms@klapp.de,881007645810,Building D
2022-11-10,Hassan Sauer,F,frida78@segebahn.com,891908565940,Building A
2022-11-04,Samira Albers,M,roskothothmar@web.de,891708258295,Building G
2022-10-16,Alwin Kohl,F,guenterherrmann@gmx.de,888493576314,Building F
2022-11-14,Burkard Hölzenbecher-Möchlichen,F,ujunitz@hauffer.com,883469648064,Building G
2022-10-01,Anna-Maria Kaul,M,myriam09@googlemail.com,873880655338,Building F
2022-11-15,Kerstin Blümel,M,antoniasaeuberlich@web.de,888402364094,Building G
2022-10-25,Edelbert Hornich,M,kaesterkarl-josef@haering.net,858715665614,Building C
2022-11-21,Ing. Ayten Hertrampf B.Eng.,F,bastianloewer@gmx.de,890655348103,Building G
2022-11-13,Reinhold Harloff,M,zaenkerfelix@vollbrecht.de,807682919312,Building F
2022-10-15,Ing. Annie Kramer,M,yholzapfel@gmx.de,885653927993,Building G
2022-11-12,Dipl.-Ing. Franz Otto,M,thanelfelix@kostolzin.net,842296453111,Building G
2022-10-30,Dipl.-Ing. Anatoli Reichmann,M,qscholl@yahoo.de,840157519334,Building G
2022-11-26,Marta Caspar MBA.,F,victorhentschel@googlemail.com,879370296319,Building F
2022-10-22,Ing. Lilli Ortmann,F,ahmet72@bonbach.de,869699512252,Building E
2022-11-20,Jane Kade,F,jana04@heinz.net,832227690197,Building E
2022-11-25,Janette Dehmel,M,adriana70@gmx.de,811403951024,Building A
2022-10-12,Marisa Förster,M,strohraisa@krein.net,883908719324,Building D
2022-11-26,Katrin Ebert,M,scholzconny@gmail.com,869650329745,Building D
2022-10-06,Susana Kramer,F,heidrichremo@stroh.de,802089383445,Building D
2022-10-13,Dr. Stephanie Eberth B.A.,F,hans-albertaumann@trupp.com,858310366763,Building A
2022-11-07,Massimo Rädel,M,gunar97@yahoo.de,879279803342,Building G
2022-10-28,Hannelore van der Dussen,M,tnette@roht.de,849074022002,Building B
2022-10-14,Felizitas Weller,M,miesconstantin@paffrath.com,820442667490,Building C
2022-10-08,Dr. Dirk Sorgatz B.A.,M,mathildegraf@yahoo.de,821001209175,Building D
2022-10-02,Philipp Hübel,M,lorenz00@haenel.com,859893978763,Building D
2022-11-13,Traudl Ziegert,F,cilly76@lorch.de,896437862676,Building D
2022-10-03,Traude Mende,F,akrebs@grein.net,828493753483,Building C
2022-10-14,Loretta Hendriks,F,reinhardtmanja@vollbrecht.de,878909805169,Building G
2022-10-24,Dieter Barkholz,F,jannthanel@web.de,884596328379,Building G
2022-10-31,Univ.Prof. Gundolf Noack,F,bseidel@zahn.org,843850265942,Building F
2022-10-18,Abbas Scholl,M,simona87@reising.com,848595227309,Building G
2022-11-21,Valerij Jüttner,M,hornichjenny@schuster.com,886886851789,Building G
2022-10-03,Prof. Magret Hornig MBA.,F,dolores07@koehler.net,835077376303,Building B
2022-11-01,Priska Döhn,F,dietzmia@karge.net,811043644416,Building E
2022-10-21,Harald Bender,M,barbara97@mende.com,893001189948,Building C
2022-11-24,Dr. Mara Nette,F,reichmannkristine@web.de,887241703040,Building B
2022-10-08,Margarita Gotthard-Flantz,F,wagenknechtbogdan@wesack.com,821104310471,Building G
2022-11-14,Heinz Heinz,F,diethelmlindner@hotmail.de,881765128648,Building F
2022-10-13,Marie-Luise Paffrath,F,giovanniwesack@gmx.de,837791294246,Building G
2022-11-29,Engin Sorgatz,M,etrueb@hartung.de,826464827904,Building B
2022-10-06,Kenan Schlosser,M,friedl30@pechel.org,811252363917,Building B
2022-10-19,Selim Salz-Rosemann,M,friedldehmel@googlemail.com,859341771939,Building B
2022-11-11,Univ.Prof. Mato Mans B.Sc.,F,fraedel@vogt.net,844506433296,Building G
2022-10-03,Emmerich Warmer,M,paulo82@yahoo.de,879888132895,Building F
2022-10-02,Kata Rädel B.A.,F,gerdaconradi@weller.de,889228338375,Building C
2022-10-17,Detlef Köster,M,andre05@reising.com,866046655082,Building F
2022-10-30,Ing. Mohammed Wende,M,fadimeholzapfel@kostolzin.net,815446924120,Building C
2022-10-04,Saban Schüler,F,ingeborggumprich@ladeck.net,810878103976,Building D
2022-10-03,Ing. Stjepan Kohl B.Sc.,F,ortrudseip@nohlmans.com,891728094521,Building B
2022-10-09,Prof. Stefani Jacob,F,hneuschaefer@mentzel.de,841838851477,Building C
2022-11-04,Editha auch Schlauchin,M,jadwigasuessebier@henschel.com,892244610677,Building C
2022-10-02,Miguel Matthäi,F,juliana52@aol.de,808355599008,Building E
2022-11-02,Niklas Liebelt B.A.,M,sagergilda@misicher.org,830837979909,Building B
2022-10-27,Monika Hein,F,adrianjungfer@web.de,884848635569,Building G
2022-10-10,Anneli Mülichen,M,eharloff@hotmail.de,834694444075,Building E
2022-10-23,Ing. Elias Radisch,F,rkusch@kraushaar.net,822519823372,Building E
2022-10-25,Anne-Katrin Pärtzelt-Jockel,F,geislerarzu@wirth.net,832623542496,Building A
2022-10-11,Hanne-Lore Bauer-Roht,F,lmuehle@kobelt.de,824063381575,Building D
2022-10-19,Prof. Ottomar Hartung,F,abirnbaum@yahoo.de,871424576187,Building F
2022-10-26,Doreen Ruppert,F,oderwaldsigmund@web.de,800959802911,Building D
2022-11-11,Ilse Herrmann,F,joergjacobi-jaeckel@jaehn.com,846264630344,Building D
2022-10-21,Raphael Heß,M,heidrichhakan@aol.de,898115610937,Building A
2022-10-06,Erkan Kruschwitz,F,flantzaldo@austermuehle.com,857808306427,Building C
2022-10-25,Susi Kranz,M,patricia47@gmx.de,843960927693,Building A
2022-11-18,Roswitha Buchholz-Tschentscher,F,heringarnold@ehlert.de,805212450243,Building B
2022-11-23,Silke Hiller,F,ritterbela@seidel.com,838477404980,Building A
2022-11-15,Bertha Fritsch B.Sc.,F,ufoerster@taesche.com,851997805792,Building C
2022-10-31,Klemens Walter B.Sc.,F,girschnerheinz-walter@beyer.de,897042848703,Building E
2022-10-13,Heimo Ortmann-Misicher,M,wolframkrein@ebert.de,856886954001,Building F
2022-10-02,Kevin Schleich B.Sc.,F,thornig@freudenberger.com,830982974385,Building A
2022-10-17,Anne Rudolph,F,antje51@aol.de,848750453109,Building D
2022-10-31,Frau Daria Rudolph B.Eng.,M,wmentzel@ullrich.net,815262077703,Building G
2022-10-22,Goran Carsten,M,lisbethjacobi-jaeckel@yahoo.de,843454265225,Building C
2022-10-07,Hertha Wieloch,M,hans-gerd62@yahoo.de,831671204202,Building D
2022-10-05,Harri Speer,M,wigbert64@weiss.org,829808777552,Building G
2022-10-16,Urte Klemm B.Sc.,F,okreusel@gmail.com,876964461900,Building C
2022-11-13,Herr Veli Ehlert,M,veliherrmann@ackermann.com,835988894569,Building F
2022-10-27,Aynur Schuster-Becker,M,birnbaumjorge@yahoo.de,887716324923,Building C
2022-11-04,Gerdi Krause-Stroh,M,reisingdogan@budig.com,814299467303,Building A
2022-11-12,Berndt Benthin,F,heinz-georg00@googlemail.com,886312867469,Building C
2022-10-25,Reinhold Jungfer,M,ullrichsami@heydrich.com,855822518109,Building E
2022-10-19,William Junken-Stadelmann,F,branko96@hotmail.de,838524950248,Building C
2022-10-04,Herr Knud Benthin B.A.,M,kohldamian@loeffler.com,882979551574,Building F
2022-11-18,Erhardt Meyer,F,lilija67@juettner.net,853030860836,Building B
2022-11-13,Herma Steckel,F,weimerroswita@gmail.com,882498708442,Building G
2022-11-17,Danielle Briemer,M,francohaase@gmx.de,877723320728,Building F
2022-10-31,Julius Ortmann,M,eheuser@gmail.com,823192972319,Building G
2022-10-03,Friedemann Rogner,F,natalie32@klemm.de,896872207278,Building D
2022-10-16,Klaus-Peter Schacht,F,nikolaosseidel@gmx.de,859746215069,Building D
2022-11-27,Herr Serge Barkholz,F,eveline66@margraf.de,809527052901,Building D
2022-11-07,Vera Binner B.A.,F,erwin43@wilmsen.com,845972483822,Building E
2022-10-25,Tino Förster MBA.,M,wwohlgemut@wieloch.net,842052794397,Building B
2022-11-27,Hajo Peukert,F,ulrikemans@hotmail.de,864277961347,Building D
2022-10-01,Diethard Wilms,M,ejaekel@gmail.com,885885612247,Building C
2022-11-07,Ing. Ljubica Margraf MBA.,F,alexandra02@pohl.org,810977855509,Building D
2022-10-06,Swantje Schinke B.Eng.,F,mohauptlucia@gmail.com,823698837174,Building D
2022-10-28,Suzanne Zimmer,M,klemtburghard@yahoo.de,873508708460,Building C
2022-11-15,Prof. Andrew Hornig,M,gundula56@jessel.net,877857784595,Building D
2022-11-19,Ing. Arndt Weinhold,M,andreyschmidtke@mude.com,881862618837,Building B
2022-11-12,Georgia Mälzer,F,riehlbrigitta@nette.de,804592081627,Building B
2022-11-08,Dajana Hendriks-Rohleder,M,lhoevel@eigenwillig.com,804204360812,Building E
2022-10-14,Lydia Junken,M,ilijabutte@seip.com,897536893950,Building B
2022-10-09,Denny Dörschner-Dörschner,F,sibilla57@rust.de,855382918371,Building F
2022-11-20,Henryk Ernst,F,hans-erich16@gmail.com,872756316984,Building D
2022-11-21,Ingolf Binner,M,emilkusch@gmx.de,856216950536,Building F
2022-10-09,Hans-Jürgen Hesse B.Sc.,M,hornichaleksej@neuschaefer.de,812098474133,Building F
2022-11-15,Hans-Josef Koch II-Heintze,M,pkrebs@yahoo.de,884395252189,Building E
2022-11-05,Lilija Salz,F,ovan-der-dussen@aol.de,825135142759,Building A
2022-10-13,Ing. Martine Franke B.A.,F,janpohl@warmer.com,811648369165,Building E
2022-11-05,Branko Preiß,M,frank-michaelbirnbaum@web.de,837619625085,Building A
2022-10-22,Dr. Lydia Textor,F,bjungfer@eberth.net,876676878799,Building G
2022-10-28,Bernd-Dieter Eberth,F,uwernecke@biggen.com,872511792602,Building B
2022-11-25,Guenter Gerlach MBA.,F,groettnercornelia@googlemail.com,828932776585,Building E
2022-11-27,Herr Detlef Girschner B.Eng.,F,jschuster@taesche.com,876091094323,Building F
2022-10-11,Anna-Maria Hentschel,M,giessguenter@gmail.com,824980784046,Building D
2022-11-03,Selim Sontag B.Eng.,F,niemeieraleksej@klotz.net,842813859785,Building C
2022-10-16,Leokadia Fischer,M,ebeier@gmx.de,822800695435,Building A
2022-11-18,Siegried Wieloch,F,bolanderantonino@margraf.com,861121191332,Building G
2022-10-22,Gisela Rädel,M,suessebierevamaria@kitzmann.de,805959407982,Building E
2022-11-23,Nikolas Schaaf,M,qstiffel@patberg.net,839987721598,Building E
2022-10-28,Gotthold Albers,F,hugoschulz@gumprich.de,861825547909,Building C
2022-11-15,Franz-Peter Kaul-Löffler,F,anatolijtintzmann@aol.de,896328500342,Building G
2022-10-14,Danielle Tschentscher,F,liliana45@mies.com,879163226325,Building A
2022-10-02,Sylvester Kroker,M,mendegundi@biggen.de,876201090573,Building B
2022-10-22,René Hölzenbecher,M,imre58@googlemail.com,879827124059,Building B
2022-10-01,Cetin Mühle B.Eng.,M,alberssueleyman@yahoo.de,860253219204,Building E
2022-11-19,Raisa Dobes,M,scheibecarlo@schlosser.net,894735709990,Building E
2022-11-12,Dipl.-Ing. Mike Weinhage,F,liane62@googlemail.com,863281568894,Building G
2022-10-21,Lorenz Hande B.Eng.,F,oklemt@foerster.org,891678046335,Building A
